rownames,JOURNAL,departement,item_year,item_day,item_month,ref_doc,item_account,amount,details,company,project,nature
246,AIN,EPIS,2020,31,3,16,62831200,7.19,EPI2_MSF_NSITF_R.LONGURUM_FINCO,MSFF,821708,T66130
247,AIN,EPIS,2020,31,3,16,62831200,15.97,EPI2_MSF_NSITF_T.WILLIAMS_OPERAT,MSFF,823697,T66130
248,AIN,EPIS,2020,31,3,16,62850000,14.67,EPI2_4 PCS_TEA SPOON_AMOCO TRAIN,MSFF,821708,T66240
249,AIN,EPIS,2020,31,3,16,62850000,4.89,EPI2_2 PCS_PLASTIC CONTAINERS_AM,MSFF,821708,T66240
250,AIN,EPIS,2020,31,3,16,62850000,4.16,EPI2_1 PKT_LAMINATING FILM_AMOCO,MSFF,821708,T66240
251,AIN,EPIS,2020,31,3,16,62850000,10.76,EPI2_PDIEM_C. UMUNNAKWE_DATA CLE,MSFF,821708,T66240
252,AIN,EPIS,2020,31,3,16,62850000,125.64,EPI2_REFRESHMENT_20-> 22-1-2020_,MSFF,821708,T66240
253,AIN,EPIS,2020,31,3,16,62850000,20.54,EPI2_PDIEM_S. NUHU_INTERVIEWER_1,MSFF,821708,T66240
254,AIN,EPIS,2020,31,3,16,62850000,20.54,EPI2_PDIEM_A. SADIKU_CLINICIAN_1,MSFF,821708,T66240
255,AIN,EPIS,2020,31,3,16,62850000,40.87,EPI2_REFRESHMENT_MILK +BISCUITS_,MSFF,821708,T66240
256,AIN,EPIS,2020,31,3,16,62850000,13.7,EPI2_REFRESHMENT_FRUITS + SNACK_,MSFF,821708,T66240
257,AIN,EPIS,2020,31,3,16,62850000,847.47,EPI2_HOTEL ACCOMODATION_AMOCO ST,MSFF,821708,T66240
258,AIN,EPIS,2020,31,3,16,62850000,48.43,EPI2_PDIEM_Y. ABDULHAMID_STUDY C,MSFF,821708,T66240
259,AIN,EPIS,2020,31,3,16,62850000,48.43,EPI2_PDIEM_R. TANKO_QUAN INTERVI,MSFF,821708,T66240
260,AIN,EPIS,2020,31,3,16,62850000,48.43,EPI2_L. JATAU_QUALI INTERVIEWER_,MSFF,821708,T66240
261,AIN,EPIS,2020,31,3,16,62850000,48.43,EPI2_R. LONGURUM_QUAN INTERVIEWE,MSFF,821708,T66240
262,AIN,EPIS,2020,31,3,16,62850000,33.75,EPI2_PDIEM_K. DALOEK_STUDY CLINI,MSFF,821708,T66240
263,AIN,EPIS,2020,31,3,16,63200000,24.46,EPI2_20 PCS_AIRTEL AIRTIME_INTER,MSFF,821708,T65300
264,AIN,EPIS,2020,31,3,16,63730000,85.6,EPI2_1 PCS_AUDIO VOICE RECORDER_,MSFF,821708,T61220
265,AIN,EPIS,2020,31,3,16,63730000,33.75,EPI2_60 PCS SODA-BISCUIT_AMOCO A,MSFF,821708,T61220
266,AIN,EPIS,2020,31,3,16,63730000,62.37,6 PCS_LAPTOP TRAVEL BAGS_AMOCO A,MSFF,821708,T61220
267,AIN,EPIS,2020,31,3,16,63730000,37.91,4 PCS_USB FLASH-MICROPHONE-HARD,MSFF,821708,T61220
268,AIN,EPIS,2020,31,3,16,63730000,25.93,10 PCS_TEA UTENSILS_AMOCO SAHAD,MSFF,821708,T61220
269,AIN,EPIS,2020,31,3,16,63730000,122.29,EPI2_FIRST PYT_DOCS TRANSLATION_,MSFF,821708,T61220
270,AIN,EPIS,2020,31,3,16,63730000,7.34,EPI2_6 PCS_HEAVY DUTY STAPLE PIN,MSFF,821708,T61220
271,AIN,EPIS,2020,31,3,16,67400000,23.24,EPI2_AIRPORT PICK/DROP OFF_M. BE,MSFF,821708,T64110
272,AIN,EPIS,2020,31,3,16,61000000,90.68,PDIEM_O.OWOLABI_AMACO COORDO_23-,MSFF,821708,T66220
273,AIN,EPIS,2020,31,3,16,67400000,61.94,EPI2_TRSPT_STEERING COMM MEETING,MSFF,821708,T64110
274,AIN,EPIS,2020,31,3,16,61000000,90.68,EPI2_PDIEM_O. OWOLABI_AMOCO COOR,MSFF,821708,T66220
275,AIN,EPIS,2020,31,3,16,61030000,12.39,CORR_100 PKT_BISCUIT_WASTE MGT T,MSFF,821708,T66240
276,AIN,EPIS,2020,31,3,16,61030000,49.06,CORR_EPI2_PDIEM_D. KANTIOK_QUALI,MSFF,821708,T66240
277,AIN,EPIS,2020,31,3,16,62310000,203.31,EPI2_SAL_C.UMMUNAKWE_DATA PROCES,MSFF,821708,T66003
278,AIN,EPIS,2020,31,3,16,62310000,203.31,EPI2_SAL_J.FOM_DATA PROCESSING O,MSFF,821708,T66003
279,AIN,EPIS,2020,31,3,16,62310000,1618.09,EPI2_SAL_T.WILLIAMS_OPERATIONAL,MSFF,823697,T66003
280,AIN,EPIS,2020,31,3,16,62310000,943.87,EPI2_SAL_K.DALOEK_NURSING TEAM S,MSFF,821708,T66003
281,AIN,EPIS,2020,31,3,16,62310000,943.87,EPI2_SAL_Y.ABDULHAMID_NURSING TE,MSFF,821708,T66003
282,AIN,EPIS,2020,31,3,16,62310000,827.96,EPI2_SAL_D.KANTIOK_FINANCE COORD,MSFF,821708,T66003
283,AIN,EPIS,2020,31,3,16,62310000,827.96,EPI2_SAL_L.JATAU_FINANCE COORDIN,MSFF,821708,T66003
284,AIN,EPIS,2020,31,3,16,62310000,827.96,EPI2_SAL_R.TANKO_FINANCE COORDIN,MSFF,821708,T66003
285,AIN,EPIS,2020,31,3,16,62310000,827.96,EPI2_SAL_R.LONGURUM_FINANCE COOR,MSFF,821708,T66003
286,AIN,EPIS,2020,31,3,16,62831100,20.33,EPI2_MSF_PENSION_C.UMMUNAKWE_DAT,MSFF,821708,T66100
287,AIN,EPIS,2020,31,3,16,62831100,20.33,EPI2_MSF_PENSION_J.FOM_DATA PROC,MSFF,821708,T66100
288,AIN,EPIS,2020,31,3,16,62831100,161.81,EPI2_MSF_PENSION_T.WILLIAMS_OPER,MSFF,823697,T66100
289,AIN,EPIS,2020,31,3,16,62831100,94.39,EPI2_MSF_PENSION_K.DALOEK_NURSIN,MSFF,821708,T66100
290,AIN,EPIS,2020,31,3,16,62831100,94.39,EPI2_MSF_PENSION_Y.ABDULHAMID_NU,MSFF,821708,T66100
291,AIN,EPIS,2020,31,3,16,62831100,82.8,EPI2_MSF_PENSION_D.KANTIOK_FINAN,MSFF,821708,T66100
292,AIN,EPIS,2020,31,3,16,62831100,82.8,EPI2_MSF_PENSION_L.JATAU_FINANCE,MSFF,821708,T66100
293,AIN,EPIS,2020,31,3,16,62831100,82.8,EPI2_MSF_PENSION_R.TANKO_FINANCE,MSFF,821708,T66100
294,AIN,EPIS,2020,31,3,16,62831100,82.8,EPI2_MSF_PENSION_R.LONGURUM_FINA,MSFF,821708,T66100
295,AIN,EPIS,2020,31,3,16,62831200,2.03,MSF_NSITF_C.UMMUNAKWE_DATA PROCE,MSFF,821708,T66130
296,AIN,EPIS,2020,31,3,16,62831200,2.03,EPI2_MSF_NSITF_J.FOM_DATA PROCES,MSFF,821708,T66130
297,AIN,EPIS,2020,31,3,16,62831200,16.18,EPI2_MSF_NSITF_T.WILLIAMS_OPERAT,MSFF,823697,T66130
298,AIN,EPIS,2020,31,3,16,62831200,9.44,EPI2_MSF_NSITF_K.DALOEK_NURSING,MSFF,821708,T66130
299,AIN,EPIS,2020,31,3,16,62831200,9.44,EPI2_MSF_NSITF_Y.ABDULHAMID_NURS,MSFF,821708,T66130
300,AIN,EPIS,2020,31,3,16,62831200,8.28,EPI2_MSF_NSITF_D.KANTIOK_FINANCE,MSFF,821708,T66130
301,AIN,EPIS,2020,31,3,16,62831200,8.28,EPI2_MSF_NSITF_L.JATAU_FINANCE C,MSFF,821708,T66130
302,AIN,EPIS,2020,31,3,16,62831200,8.28,EPI2_MSF_NSITF_R.TANKO_FINANCE C,MSFF,821708,T66130
303,AIN,EPIS,2020,31,3,16,62831200,8.28,EPI2_MSF_NSITF_R.LONGURUM_FINANC,MSFF,821708,T66130
304,AIN,EPIS,2020,31,3,16,62850000,37.17,CORR_100 PCS_SOFT DRINKS_WASTE M,MSFF,821708,T66240
305,AIN,EPIS,2020,31,3,16,62850000,49.06,CORR_PDIEM_T. WILLIAMS_AMOCO COO,MSFF,823697,T66240
306,AIN,EPIS,2020,31,3,16,62850000,55.01,EPI2_PDIEM_C. UMUNNAKWE_DATA CLA,MSFF,821708,T66240
307,AIN,EPIS,2020,31,3,16,62850000,55.01,EPI2_PDIEM_J. FOM_DATA CLARK_AMO,MSFF,821708,T66240
308,AIN,EPIS,2020,31,3,16,63200000,24.03,EPI2_20 PCS_500 AIRTEL RECHARGE,MSFF,821708,T65310
309,AIN,EPIS,2020,31,3,16,63400000,255.7,EPI2_PYMT_SEMINAR HALL-LUNCH-TEA,MSFF,821708,T65610
310,AIN,EPIS,2020,31,3,16,62310000,829.39,EPI2_SAL_R.TANKO_FINANCE COORDIN,MSFF,821708,T66003
311,AIN,EPIS,2020,31,3,16,62310000,829.39,EPI2_SAL_R.LONGURUM_FINANCE COOR,MSFF,821708,T66003
312,AIN,EPIS,2020,31,3,16,62310000,442.74,EPI2_SAL_C.UMMUNAKWE_DATA PROCES,MSFF,821708,T66003
313,AIN,EPIS,2020,31,3,16,62310000,442.74,EPI2_SAL_J.FOM_DATA PROCESSING O,MSFF,821708,T66003
314,AIN,EPIS,2020,31,3,16,62310000,945.49,EPI2_SAL_K.DALOEK_NURSING TEAM S,MSFF,821708,T66003
315,AIN,EPIS,2020,31,3,16,62310000,1620.87,EP2_SAL_T.WILLIAMS_OPERATION RES,MSFF,823697,T66003
316,AIN,EPIS,2020,31,3,16,62831100,94.55,EPI2_MSF_PENSION_Y.ABDULHAMID_NU,MSFF,821708,T66100
317,AIN,EPIS,2020,31,3,16,62831100,82.94,EPI2_MSF_PENSION_D.KANTIOK_FINAN,MSFF,821708,T66100
318,AIN,EPIS,2020,31,3,16,62831100,82.94,EPI2_MSF_PENSION_L.JATAU_FINANCE,MSFF,821708,T66100
319,AIN,EPIS,2020,31,3,16,62831100,82.94,EPI2_MSF_PENSION_R.TANKO_FINANCE,MSFF,821708,T66100
320,AIN,EPIS,2020,31,3,16,62831100,82.94,EPI2_MSF_PENSION_R.LONGURUM_FINA,MSFF,821708,T66100
321,AIN,EPIS,2020,31,3,16,62831100,44.27,EPI2_MSF_PENSION_C.UMMUNAKWE_DAT,MSFF,821708,T66100
322,AIN,EPIS,2020,31,3,16,62831100,44.27,EPI2_MSF_PENSION_J.FOM_DATA PROC,MSFF,821708,T66100
323,AIN,EPIS,2020,31,3,16,62831100,94.55,EPI2_MSF_PENSION_K.DALOEK_NURSIN,MSFF,821708,T66100
324,AIN,EPIS,2020,31,3,16,62831100,162.09,EPI2_MSF_PENSION_T.WILLIAMS_OPER,MSFF,823697,T66100
325,AIN,EPIS,2020,31,3,16,62831200,9.45,EPI2_MSF_NSITF_Y.ABDULHAMID_NURS,MSFF,821708,T66130
326,AIN,EPIS,2020,31,3,16,62831200,8.29,EPI2_MSF_NSITF_D.KANTIOK_FINANCE,MSFF,821708,T66130
327,AIN,EPIS,2020,31,3,16,62831200,8.29,EPI2_MSF_NSITF_L.JATAU_FINANCE C,MSFF,821708,T66130
328,AIN,EPIS,2020,31,3,16,62831200,8.29,EPI2_MSF_NSITF_R.TANKO_FINANCE C,MSFF,821708,T66130
329,AIN,EPIS,2020,31,3,16,63730000,43.36,EPI2_5 PCS_POSTERS_AMOCO ONISMUS,MSFF,821708,T61220
330,AIN,EPIS,2020,31,3,16,63730000,74.33,EPI2_1 PCS_BLACK TONER HP LASERJ,MSFF,821708,T61220
331,AIN,EPIS,2020,31,3,16,63730000,150.52,EPI2_90 PCS_FOLDER RINGER_AMOCO,MSFF,821708,T61220
332,AIN,EPIS,2020,31,3,16,63730000,136.27,EPI2_FINAL PYT_DOCS TRANSLATION_,MSFF,821708,T61220
333,AIN,EPIS,2020,31,3,16,63730000,44.6,EPI2_MALT DRINK_BISCUIT_AMOCO A.,MSFF,821708,T61220
334,AIN,EPIS,2020,31,3,16,63730000,2.97,EPI2_7 PKTS_CANDY SWEET_AMOCO A.,MSFF,821708,T61220
335,AIN,EPIS,2020,31,3,16,61000000,-90.68,CORR_PDIEM_O.OWOLABI_AMACO COORD,MSFF,821708,T66220
336,AIN,EPIS,2020,31,3,16,61000000,75.7,EPI2_PDIEM_E. BAUDIN_AMOCO STUDY,MSFF,821708,T66220
337,AIN,EPIS,2020,31,3,16,65700000,21.1,EPI2_LABOUR_CONST_OFFICE SHELVE-,MSFF,821708,T63100
338,AIN,EPIS,2020,31,3,16,62310000,829.39,EPI2_SAL_D.KANTIOK_FINANCE COORD,MSFF,821708,T66003
339,AIN,EPIS,2020,31,3,16,62310000,829.39,EP12_SAL_L.JATAU_FINANCE COORDIN,MSFF,821708,T66003
340,AIN,EPIS,2020,31,3,16,62831200,8.29,EPI2_MSF_NSITF_R.LONGURUM_FINANC,MSFF,821708,T66130
341,AIN,EPIS,2020,31,3,16,62831200,4.43,EP2_MSF_NSITF_C.UMMUNAKWE_DATA P,MSFF,821708,T66130
342,AIN,EPIS,2020,31,3,16,62831200,4.43,EPI2_MSF_NSITF_J.FOM_DATA PROCES,MSFF,821708,T66130
343,AIN,EPIS,2020,31,3,16,62831200,16.21,EPI2_MSF_NSITF_T.WILLIAMS_OPERAT,MSFF,823697,T66130
344,AIN,EPIS,2020,31,3,16,62835000,7.45,EPI2_PDIEM_C. UMUNNAKWE_DATA CLE,MSFF,821708,T66210
345,AIN,EPIS,2020,31,3,16,62831200,9.45,EPI2_MSF_NSITF_K.DALOEK_NURSING,MSFF,821708,T66130
346,AIN,EPIS,2020,31,3,16,62835000,7.45,EPI2_PDIEM_J. FOM_DATA CLERK_AMO,MSFF,821708,T66210
347,AIN,EPIS,2020,31,3,16,62835000,7.45,EPI2_PDIEM_T. WILLIAMS_STUDY COO,MSFF,823697,T66210
348,AIN,EPIS,2020,31,3,16,63104000,198.56,EPI2_HOTEL_E. BAUDIN_AMOCO_2->5-,MSFF,821708,T65000
349,AIN,EPIS,2020,31,3,16,63104000,397.12,EPI2_HOTEL_C. UMUNNAKWE_AMOCO_2-,MSFF,821708,T65000
350,AIN,EPIS,2020,31,3,16,63104000,397.12,EPI2_HOTEL_J. FOM_AMOCO_2->9-3-2,MSFF,821708,T65000
351,AIN,EPIS,2020,31,3,16,63104000,248.2,EPI2_HOTEL_T. WILLIAMS_AMOCO_5->,MSFF,823697,T65000
352,AIN,EPIS,2020,31,3,16,63200000,24.08,EPI2_20 PCS_500 AIRTEL RECHARGE,MSFF,821708,T65300
353,AIN,EPIS,2020,31,3,16,63400000,32.76,EPI2_DIEM_T. THLIZA_COORD_AMOCO_,MSFF,821708,T65610
354,AIN,EPIS,2020,31,3,16,64300000,178.7,EPI2_PRINTING_STATIONERY_AMOCO D,MSFF,821708,T61020
355,AIN,EPIS,2020,31,3,16,65700000,21.1,EPI2_LABOUR_CONST_WALL CABINET_A,MSFF,821708,T63100
356,AIN,EPIS,2020,31,3,16,62310000,945.49,EPI2_SAL_Y.ABDULHAMID_NURSING TE,MSFF,821708,T66003
357,VIN,EPIS,2020,18,5,10,75540000,-792.34,MSF FRANCE  FACT 2020-019,MSFF,841000,T77550
358,OIG,EPIS,2020,1,1,3,76190000,-34139.92,SUBVENTION TIC 2020,MSFF,821714,T77610
359,AFO,EPIS,2020,22,4,514,66400000,130,SOLIS BIODYNE  MIX READY TO LOAD,SOLIS,822691,T65600
360,NFP,EPIS,2020,3,7,63,61000000,50,O'KEEFFE.J : Perdiem,OKEEFFE,814521,T66220
361,NFP,EPIS,2020,3,7,63,67410000,145.06,O'KEEFFE.J : Hôtel,OKEEFFE,814521,T64100
362,NFP,EPIS,2020,3,7,64,63400000,81.26,COULBORN.R : Frais de représenta,COULBORN,814492,T65610
363,NFP,EPIS,2020,3,7,64,63400000,28.73,COULBORN.R : Frais de représenta,COULBORN,814492,T65610
364,NFP,EPIS,2020,3,7,64,63400000,11.79,COULBORN.R : Frais de représenta,COULBORN,814492,T65610
365,NFP,EPIS,2020,3,7,64,63400000,5.33,COULBORN.R : Frais de représenta,COULBORN,814492,T65610
366,BP1,EPIS,2020,10,6,347,63210000,0.26,CB FRAIS BANCIARES NIRDVPN,,80GENE,6321
367,BP1,EPIS,2020,11,6,349,63210000,7.71,CB FRAIS BANCAIRES SHUTTERSTOC,,80GENE,6321
368,BP1,EPIS,2020,18,6,352,63210000,8.96,CB FRAIS BANCAIRE EUREKA,,80GENE,6321
369,ASE,EPIS,2020,30,6,55,61239000,3543.51,MSF UK 2598 SAL+CH F GRANDESSO02,UK,80S011,6123
370,AET,EPIS,2020,7,7,42,64700000,117.1,LASEC fact 2007-110528002,LASEC,821699,T60200
371,ASE,EPIS,2020,30,6,55,61200000,16343.18,MSF UK 2598 SAL+CH F GRANDESSO02,UK,80S011,6120
372,AET,EPIS,2020,17,6,40,68110000,101,NATHALIE REIS TRANSLATION,REIS,80LINK,6810
373,AET,EPIS,2020,29,5,41,68110000,255,NATHALIE REIS TRANSLATION,REIS,80LINK,6810
374,VSE,EPIS,2020,18,5,82,75540000,792.34,Ext M S F  SUISSE 2020-019,SUISSE,841000,T77550
375,AFO,EPIS,2020,5,5,508,67410000,692.44,C.B AIRBNB  SOUMA GARBA*9 NUITS,CBDIVERS,823729,T64100
376,AFO,EPIS,2020,5,5,509,63730000,176.8,C.B SMALL SOURIS GRANDESSO,CBDIVERS,80FOIN,6373
377,AFO,EPIS,2020,9,5,510,63730000,135.3,C.B CABLE RESEAU -ERIC THIEBA,CBDIVERS,824238,T61220
378,AFO,EPIS,2020,10,5,511,67410000,569.75,C.B AIRBNB SOUMA GARBA*7 NUITS,CBDIVERS,823729,T64100
379,AFO,EPIS,2020,12,5,512,63730000,744.42,C.B MATERIELS ERIC THIEBA,CBDIVERS,824238,T61220
380,AML,EPIS,2020,31,7,19,67300000,63.7,MSF LOGISTIQUE UG669EPI,MSFLOGIS,821009,T64000
381,AML,EPIS,2020,31,7,19,67310000,149,MSF LOGISTIQUE UG669EPI,MSFLOGIS,821009,T64010
382,AML,EPIS,2020,31,7,19,67300000,1.09,MSF LOGISTIQUE UG669EPI,MSFLOGIS,821009,T64000
383,AIN,EPIS,2020,31,5,17,61200000,7224.21,MSF EMIRATS014 SAL+CH R MALAEB 5,MSFF,80S410,6120
384,AIN,EPIS,2020,31,5,17,61200000,5377.58,MSF EMIRATS014 SAL+CH A HAIDER 5,MSFF,80S420,6120
385,AIN,EPIS,2020,31,5,17,61334000,1013.44,MSF EMIRATS  R MALAEB  05A0820,MSFF,80EMIR,6133
386,AIN,EPIS,2020,31,5,17,63200000,99.43,MSF EMIRATS R MALAEB CONSO 0420,MSFF,80EMIR,6320
387,ASE,EPIS,2020,31,5,53,61200000,4363.41,MSFE 13000109 F.TEMESSADOUNO0520,ESPAGNE,80S402,6120
388,AIN,EPIS,2020,13,5,18,61231000,1793.97,CORR SAL J MBONABIRAMA AV A REC,MSFF,80ATAF,6123
389,AIN,EPIS,2020,13,5,18,61231000,172.74,CORR SAL J MBONABIRAMA AV A REC,MSFF,80ATAF,6123
390,AIN,EPIS,2020,13,5,18,61231000,13.29,CORR SAL J MBONABIRAMA AV A REC,MSFF,80ATAF,6123
391,AIN,EPIS,2020,13,5,18,61231000,2.66,CORR SAL J MBONABIRAMA AV A REC,MSFF,80ATAF,6123
392,AMO,EPIS,2020,31,7,115,65300000,1367.61,MSF LOGISTIQUE NE999EPI,MSFLOGIS,820743,T61120
393,AMO,EPIS,2020,31,7,116,64000000,549,MSF LOGISTIQUE NE954EPI,MSFLOGIS,824653,T60000
394,AMO,EPIS,2020,31,7,117,64700000,748.94,MSF LOGISTIQUE NE945EPI,MSFLOGIS,821624,T60200
395,AMO,EPIS,2020,31,7,117,64700000,205.42,MSF LOGISTIQUE NE945EPI,MSFLOGIS,821624,T60200
396,AMO,EPIS,2020,31,7,117,63730000,126.45,MSF LOGISTIQUE NE945EPI,MSFLOGIS,821624,T61220
397,BP1,EPIS,2020,4,5,285,63210000,0.98,CB FRAIS BANCAIRES NORDVI SUBSCR,,80GENE,6321
398,BP1,EPIS,2020,4,5,287,63210000,37.21,CB FRAIS BANCAIRE NORDVPN TEAMS,,80GENE,6321
399,AMO,EPIS,2020,30,6,111,64600000,72.62,MSF LOGISTIQUE NE954EPI,MSFLOGIS,824653,T60210
400,AMO,EPIS,2020,30,6,111,64000000,2987.54,MSF LOGISTIQUE NE954EPI,MSFLOGIS,824653,T60000
401,AMO,EPIS,2020,30,6,112,64700000,82,MSF LOGISTIQUE UG994EPI,MSFLOGIS,821732,T60200
402,AMO,EPIS,2020,30,6,113,64000000,240.59,MSF LOGISTIQUE UG990EPI,MSFLOGIS,823720,T60000
403,AMO,EPIS,2020,30,6,114,64000000,10.14,MSF LOGISTIQUE UG990EPI,MSFLOGIS,823720,T60000
404,BP1,EPIS,2020,7,5,290,63210000,14.8,CB FRAIS BANCAIRES SPINGER NATUR,,80GENE,6321
405,BP1,EPIS,2020,15,5,293,63210000,0.27,CB FRAIS BANCAIRES A NORDVPNCOM,,80GENE,6321
406,AET,EPIS,2020,5,6,38,67000000,-28631.93,EXTOURNE PIECE 37-TOYOTA HILUX,TOYOTA,821009,T61140
407,AET,EPIS,2020,2,7,39,67000000,10833.94,TOYOTA HILUX 4*4 OUGANDA,TOYOTA,821009,T61140
408,OCB,EPIS,2020,1,1,1,20400000,49731.36,Reports à nouveau,,80INFO,2020
409,OCB,EPIS,2020,1,1,1,20400000,6482.33,Reports à nouveau,,80LINK,2020
410,OCB,EPIS,2020,1,1,1,21820000,6070.17,Reports à nouveau,,80GENE,2182
411,OCB,EPIS,2020,1,1,1,21830000,-727.17,Reports à nouveau,,80GENE,2183
412,OCB,EPIS,2020,1,1,1,21830000,-662.58,Reports à nouveau,,80INFO,2183
413,OCB,EPIS,2020,1,1,1,21835000,-1064.17,Reports à nouveau,,80INFO,2184
414,OCB,EPIS,2020,1,1,1,21840000,-4120.8,Reports à nouveau,,80GENE,2185
415,OCB,EPIS,2020,1,1,1,21840000,-43014.52,Reports à nouveau,,80GREP,2185
416,OCB,EPIS,2020,1,1,1,21840000,67232.67,Reports à nouveau,,80INFO,2185
417,OCB,EPIS,2020,1,1,1,23300000,5009.4,Reports à nouveau,ORACLENE,80INFO,2310
418,OCB,EPIS,2020,1,1,1,19550000,-37587.22,Reports à nouveau,,821654,
419,OCB,EPIS,2020,1,1,1,20400000,780,Reports à nouveau,,80GREP,2020
420,AFO,EPIS,2020,30,6,513,20400000,780,FWA D2-2ème trimestre -2020,FWA,80INFO,2020
421,ASE,EPIS,2020,30,6,54,61200000,7589.89,MSF B 200163-SAL+CH  F NACKERS06,BELGIQUE,80S055,6120
422,ASE,EPIS,2020,30,6,54,61200000,7353.91,MSF B 200163 SAL+CH M LIGHTOWLER,BELGIQUE,80S444,6120
423,ASE,EPIS,2020,30,6,54,61200000,7779.98,MSF B 200163 SAL+CH H HUERGA06,BELGIQUE,80S119,6120
424,BP1,EPIS,2020,31,5,315,63210000,324.04,FRAIS BANCAIRES 052020,,80GENE,6321
425,AFO,EPIS,2020,22,7,548,63030000,940,IMAGES HP CARTOUCHE *4,IMAGES,821009,T61150
426,AFO,EPIS,2020,22,7,549,63030000,550,IMAGES SAC a DOS *10,IMAGES,821009,T61150
427,AFO,EPIS,2020,17,7,550,63030000,24875,IMAGES TABLETTE-DIVERS*80,IMAGES,823741,T61150
428,AFO,EPIS,2020,24,6,551,63030000,1680,ESRI FRANCE 17/06/20-16/06/21,ESRI,80INFO,6390
429,AET,EPIS,2020,7,7,46,64700000,-117.1,LASEC fact 2007-110528002,LASEC,821699,T60200
430,NDF,EPIS,2020,20,7,11,64700000,143.35,Birgitt S  lasec 2007-110528002,SCHRAMM,821699,T60200
431,OGE,EPIS,2020,28,7,70,63730000,718.8,RECL RITME -PIECE 547,,80INFO,6373
432,OGE,EPIS,2020,28,7,70,63030000,-718.8,RECL RITME -PIECE 547,,811277,T61150
433,OGE,EPIS,2020,30,6,72,96900000,1234.69,RECL SAL+CH M CROWE 06/2020,,811539,T66011
434,OGE,EPIS,2020,30,6,72,96911000,88.37,RECL SAL+CH M CROWE 06/2020,,811539,T66012
435,OGE,EPIS,2020,30,6,72,96910000,716.36,RECL SAL+CH M CROWE 06/2020,,811539,T66012
436,OGE,EPIS,2020,30,6,72,96900000,-1234.69,RECL SAL+CH M CROWE 06/2020,,80S481,6120
437,OGE,EPIS,2020,30,6,72,96911000,-88.37,RECL SAL+CH M CROWE 06/2020,,80S481,6123
438,OGE,EPIS,2020,30,6,72,96910000,-716.36,RECL SAL+CH M CROWE 06/2020,,80S481,6123
439,AFO,EPIS,2020,9,7,622,67410000,464.51,NSAIBIRNI/ROBERT NIM ABJ,AMEX,823741,T64100
440,AFO,EPIS,2020,9,7,622,67410000,988.02,NSAIBIRNI/ROBERT ABJ CDG,AMEX,823741,T64100
441,AFO,EPIS,2020,16,7,623,67410000,-415.51,NSAIBIRNI/ROBERT NIM ABJ,AMEX,823741,T64100
442,AMO,EPIS,2020,30,6,118,64000000,2748.52,MSF LOGISTIQUE NE954EPI,MSFLOGIS,824653,T60000
443,BP1,EPIS,2020,18,6,359,75210000,-1403.36,VI VIVINTER C LEMIUS 1505AU1106,,80S498,7520
444,AFO,EPIS,2020,16,7,624,67410000,-939.02,NSAIBIRNI/ROBERT ABJ CDG,AMEX,823741,T64100
445,OGE,EPIS,2020,30,6,71,61334000,48.15,CROWE Madeleine 30062020,,811489,T66012
446,OGE,EPIS,2020,30,6,71,61309000,340.25,CROWE Madeleine 30062020,,811489,T66011
447,OGE,EPIS,2020,30,6,71,61334000,201,CROWE Madeleine 30062020,,811489,T66012
448,OGE,EPIS,2020,30,6,71,61200000,4705,GUINDO Ousmane 30062020,,824238,T66011
449,OGE,EPIS,2020,30,6,71,61239000,115.27,GUINDO Ousmane 30062020,,824238,T66012
450,OGE,EPIS,2020,30,6,71,61239000,222.01,GUINDO Ousmane 30062020,,824238,T66012
451,OGE,EPIS,2020,30,6,71,61200000,4904,KHAN Afsar 30062020,,824217,T66011
452,OGE,EPIS,2020,30,6,71,61239000,120.14,KHAN Afsar 30062020,,824217,T66012
453,OGE,EPIS,2020,30,6,71,61239000,223.75,KHAN Afsar 30062020,,824217,T66012
454,OGE,EPIS,2020,30,6,71,61200000,3678,KIRUPAKARAN Suresh 30062020,,821009,T66011
455,OGE,EPIS,2020,30,6,71,61239000,90.11,KIRUPAKARAN Suresh 30062020,,821009,T66012
456,OGE,EPIS,2020,30,6,71,61239000,212.97,KIRUPAKARAN Suresh 30062020,,821009,T66012
457,OGE,EPIS,2020,30,6,71,61200000,2983,MBEGA Hassani Omari 30062020,,821558,T66011
458,OGE,EPIS,2020,30,6,71,61239000,73.08,MBEGA Hassani Omari 30062020,,821558,T66012
459,OGE,EPIS,2020,30,6,71,61239000,206.85,MBEGA Hassani Omari 30062020,,821558,T66012
460,OGE,EPIS,2020,30,6,71,61200000,1966,MUKAGATARE Isabelle 30062020,,824238,T66011
461,OGE,EPIS,2020,30,6,71,61239000,48.16,MUKAGATARE Isabelle 30062020,,824238,T66012
462,OGE,EPIS,2020,30,6,71,61239000,197.9,MUKAGATARE Isabelle 30062020,,824238,T66012
463,OGE,EPIS,2020,30,6,71,61200000,4436,NASEER Nasir 30062020,,821009,T66011
464,OGE,EPIS,2020,30,6,71,61239000,108.68,NASEER Nasir 30062020,,821009,T66012
465,OGE,EPIS,2020,30,6,71,61239000,219.64,NASEER Nasir 30062020,,821009,T66012
466,OGE,EPIS,2020,30,6,71,61200000,1700,SAGARA Joseph Amadomon 30062020,,811480,T66011
467,OGE,EPIS,2020,30,6,71,61239000,41.65,SAGARA Joseph Amadomon 30062020,,811480,T66012
