rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id
74,74,2013-11-08 ,2017-01-02 ,Efficacy study AS-AQ et DHA-PPQ vs AM-LM for treatment of uncomplicated malaria in children ,824245,NE929,Maradi,2013-01-01,2016-12-31,total financé par le BI : 550 081  (le reste pour OCP si dépassement)dépenses 2015 à financer par OCPSUMMARY  Background  Although Niger adopted ACTs as first line treatment for malaria  little is known on ACTs efficacy in the country. The treatments artemether-lumefantrine  artesunate-amodiaquine and dihydroartemisinin-piperaquine were evaluated in this study.  Objectives  Principal Objective:  To measure the clinical and parasitological efficacy of the three artemisinin combination therapies over a period of 42 days from the start of treatment and with PCR adjustment.  Secondary objectives  To determine the blood concentration of the non-artemisinin component of the treatment (lumefantrine  desethylamodiaquine or piperaquine) at day 7To assess the incidence of adverse events during the follow-up period;To measure speed of parasite clearance  Methods  In vivo non comparative study as for WHO standardised protocol with a module to estimate concentration of the non-artemisinin component. The target population is children under 5 years of age consulting the integrated health centres of Andoumé and Dix-sept portes in Maradi. Sample size: 221 patients per study treatment; 663 patients in total. Treatments were allocated randomly.  Outcomes: Early treatment failure  Late clinical failure  Late parasitological failure  Adequate clinical and parasitological response.  Analysis: Cumulative success or failure rate (Kaplan-Meier analysis) and proportions of early treatment failures  late clinical failures  late parasitological failures  and adequate clinical and parasitological response (Per-protocol analysis).  Reporting  Study recruitment started in June 2013 and ended in October 2014. Results were presented at the Epicentre Scientific Day in 2015. Epicentre report not delivered yet. We are waiting for further PCR analyses at MRTC to confirm CERMES lab results.     &nbsp;,"<p>total financé par le BI : 550 081  (le reste pour OCP si dépassement)</p><p>dépenses 2015 à financer par OCP</p><p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>SUMMARY</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Background</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Although Niger adopted ACTs as first line treatment for malaria  little is known on ACTs efficacy in the country. The treatments artemether-lumefantrine  artesunate-amodiaquine and dihydroartemisinin-piperaquine were evaluated in this study.</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Objectives</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Principal Objective:</p>  <ul><li><span style=""font-size: 14.6667px; font-family: Calibri  sans-serif;"">To measure the clinical and parasitological efficacy of the three artemisinin combination therapies over a period of 42 days from the start of treatment and with PCR adjustment.</span></li></ul>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Secondary objectives</p>  <ul><li><span style=""font-size: 14.6667px; font-family: Calibri  sans-serif;"">To determine the blood concentration of the non-artemisinin component of the treatment (lumefantrine  desethylamodiaquine or piperaquine) at day 7</span></li><li><span style=""font-size: 14.6667px; font-family: Calibri  sans-serif;"">To assess the incidence of adverse events during the follow-up period;</span></li><li><span style=""font-size: 14.6667px; font-family: Calibri  sans-serif;"">To measure speed of parasite clearance</span></li></ul>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Methods</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">In vivo non comparative study as for WHO standardised protocol with a module to estimate concentration of the non-artemisinin component. The target population is children under 5 years of age consulting the integrated health centres of Andoumé and Dix-sept portes in Maradi. Sample size: 221 patients per study treatment; 663 patients in total. Treatments were allocated randomly.</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Outcomes: Early treatment failure  Late clinical failure  Late parasitological failure  Adequate clinical and parasitological response.</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Analysis: Cumulative success or failure rate (Kaplan-Meier analysis) and proportions of early treatment failures  late clinical failures  late parasitological failures  and adequate clinical and parasitological response (Per-protocol analysis).</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Reporting</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Study recruitment started in June 2013 and ended in October 2014. Results were presented at the Epicentre Scientific Day in 2015. Epicentre report not delivered yet. We are waiting for further PCR analyses at MRTC to confirm CERMES lab results.</p>  <span style=""font-size: 11pt; line-height: 115%; font-family: Calibri  sans-serif;""><br style=""page-break-before: always;"" clear=""all"" /> </span>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">&nbsp;</p>",1,,,60,1,2,1,4,10,23,75,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
75,75,2013-11-08 ,2014-01-13 ,R - Malaria - Tchad - Moissala - Résistance SP+AQ - MSF-F -  -  -  - ,821324,TD190,"",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,4,9,23,76,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
76,76,2013-11-08 ,2015-07-15 ,Evaluation Sécurité et efficacité Monoxyde d'azote (NO)  MSF-OCP,821268,UG939,"",2013-01-01,2015-12-31,"","",1,,,43,1,2,1,4,13,53,77,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
77,77,2013-11-08 ,2014-05-28 ,R - Malaria - Uganda - Mbarara - Evaluation Sécurité et efficacité Monoxyde d'azote (NO) - MGH -  -  -  - ,823372,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,4,13,53,78,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
78,78,2013-11-08 ,2014-05-28 ,Evaluation Sécurité et efficacité Monoxyde d'azote (NO)   BI,824384,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,4,13,53,79,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
79,79,2013-11-08 ,2016-12-02 ,Time to become negative of three rapid diagnostic tests for malaria in children under 5 years of age ,821281,UG941,"",2013-01-01,2016-12-31,Background  Malaria rapid diagnostic test (RDT) performances and time to become negative after parasite clearance may differ depending on malaria transmission intensity.  Methods  We compared performance and time to become negative three RDTs (two HRP2 antigen-based and one pLDH) to blood smear microscopy in children under 5 years living in a high and a low malaria intensity setting in southwestern Uganda. In each setting  212 children who tested positive for RDTs and microscopy were treated with artemether-lumefantrine. RDTs and microscopy were then repeated at fixed intervals to estimate their time to negativity after patient recovery and parasite clearance.  Reporting  Study recruitment started in November 2011 and ended in August 2012. Results were presented at the Epicentre Scientific Day in 2013. Epicentre report was delivered in March 2014. Article was submitted to JID in December 2015.  Main Results: In the two settings  sensitivities ranged from 98.4% to 99.2% for the HRP2-tests and 94.7% to 96.1% for the pLDH-test. Specificities were 98.9% and 98.8% for the HRP2-tests and 99.7% for the pLDH-test in the low-transmission setting and 79.7%  80.7% and 93.9%  respectively  in the high-transmission setting. Median time to become negative was 35-42 or more days for the HRP2-tests and 2 days for the pLDH-test.,"<p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Background</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Malaria rapid diagnostic test (RDT) performances and time to become negative after parasite clearance may differ depending on malaria transmission intensity.</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Methods</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">We compared performance and time to become negative three RDTs (two HRP2 antigen-based and one pLDH) to blood smear microscopy in children under 5 years living in a high and a low malaria intensity setting in southwestern Uganda. In each setting  212 children who tested positive for RDTs and microscopy were treated with artemether-lumefantrine. RDTs and microscopy were then repeated at fixed intervals to estimate their time to negativity after patient recovery and parasite clearance.</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;""><strong>Reporting</strong></p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Study recruitment started in November 2011 and ended in August 2012. Results were presented at the Epicentre Scientific Day in 2013. Epicentre report was delivered in March 2014. Article was submitted to JID in December 2015.</p>  <p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 13.3333px;"">Main Results: In the two settings  sensitivities ranged from 98.4% to 99.2% for the HRP2-tests and 94.7% to 96.1% for the pLDH-test. Specificities were 98.9% and 98.8% for the HRP2-tests and 99.7% for the pLDH-test in the low-transmission setting and 79.7%  80.7% and 93.9%  respectively  in the high-transmission setting. Median time to become negative was 35-42 or more days for the HRP2-tests and 2 days for the pLDH-test.</p>",1,,,43,1,2,1,4,13,23,80,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
80,80,2013-11-08 ,2018-08-07 ,R - VPD - Malawi - Chiradzulu - HIV and Measles serologic study - MSF-F -  -  -  - ,821270,"","",2013-01-01,2013-12-31, Malawi - Chiradzulu - HIV and Measles serologic study - MSF-F,"",1,,,130,1,2,1,1,15,31,81,4,"",4,,,"",Measles,"",,,1,,,,,,"",,0,"","",6,6,4,2,1,1,,1,5,3,,20
81,81,2013-11-08 ,2018-07-26 ,Completion of Etiology of CNS infections in children  Mbarara,821159,"","",2013-01-01,2017-12-31,completion of artciles,<br />completion of artciles<br />,1,,,130,1,2,1,15,13,4,82,4,"",4,,,"","","",,,6,0,1,0,1,1,"",1,0,OCP,"",1,6,4,2,1,1,,1,3,3,,23
82,82,2013-11-08 ,2015-09-25 ,Community surveillance for the MSF-OCG malaria program  Guinea,812173,"","",2013-01-01,2015-12-31,"","",1,,,43,1,2,1,4,16,7,83,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
83,83,2013-11-08 ,2018-10-30 ,Systematic amoxicillan vs. placebo in non-complicated SAM ,821242,NE914,"",2013-01-01,2019-12-01,Amoxi light; This study will investigate the impact  in an operational setting  of withholding routine administration of amoxicillin among children 6-59 months with uncomplicated severe acute malnutrition in 2 outpatient treatment sites in the Madaroufna health district of Niger.,"Amoxi light :&nbsp;<p style=""font-size: 14.6667px; font-family: Calibri  sans-serif; margin: 0px 0px 0.000133333px;"">This study will investigate the impact  in an operational setting  of withholding routine administration of amoxicillin among children 6-59 months with uncomplicated severe acute malnutrition in 2 outpatient treatment sites in the Madaroufna health district of Niger. &nbsp;</p>",1,,,60,1,2,1,9,10,49,84,2,"",4,,,"","","",,,1,0,1,0,0,0,"",1,0,"","",6,6,4,2,1,4,,1,5,3,,59
84,84,2013-11-08 ,2015-01-29 ,Completion of different malnutrition preventive stratgies trial  Niger,821297,NE921,"",2013-01-01,2014-12-31,"","",1,,,43,1,2,1,5,10,11,85,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
85,85,2013-11-08 ,2014-01-10 ,R - Nutrition - Niger - Maradi - Risk factors of death of acute malnutrition in TFC and cause of morbidity - MSF-F -  -  -  - ,821095,"","",2013-01-01,2013-12-31,"","",1,,,60,1,2,1,5,10,4,86,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
86,86,2013-11-08 ,2014-05-09 ,Prevention and improved access through box delivery,821269,"","",2013-01-01,2014-12-31,"","",1,,,60,1,2,1,15,,39,87,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60
87,87,2013-11-08 ,2018-08-07 ,Effectiveness of mass pneumococcal conjugate vaccination  Mbarara   BI Innovation Fund,824348,"","",2013-01-01,2014-12-31,Effectiveness of mass pneumococcal conjugate vaccination  Mbarara   BI Innovation Fund,"",1,,,130,1,2,1,1,13,43,88,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",4,6,4,2,1,1,,1,1,3,,46
88,88,2013-11-08 ,2015-02-07 ,Cross Sectional surveys for MSF-CH malaria program  Guinea,822352,UG955,"",2013-01-01,2014-12-31,"","",1,,,43,1,2,1,4,16,7,89,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
89,89,2013-11-08 ,2016-07-11 ,Monitoring implementation of IPT for PLHIV  Swaziland,822284,"","",2013-01-01,2015-12-31,"","",1,,,60,5,9,1,31,17,33,90,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
90,90,2013-11-08 ,2015-04-14 ,Monitoring of the introduction of the GeneXpert ,824349,"","",2013-01-01,2014-12-31,"","",1,,,60,2,2,1,31,,4,91,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
91,91,2013-11-08 ,2016-07-11 ,Multicentric MSF Drug resistant tuberculosis study  Intersection,824255,"","",2013-01-01,2015-12-31,"","",1,,,60,5,9,1,31,,38,92,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
92,92,2013-11-08 ,2015-04-14 ,Support méthodo TB ITM ,821313,"","",2013-01-01,2014-12-31,"","",1,,,60,2,2,1,31,,53,93,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
93,93,2013-11-08 ,2019-01-04 ,Scientific Advisory Board TB ,821326,"","",2013-01-01,2018-12-31,Scientific Advisory Board TB ,Description,1,,,60,1,10,1,31,36,26,94,4,"",1,,,"","","",,,1,0,0,0,0,0,"",0,0,"","",6,6,4,4,2,1,,4,10,6,,40
94,94,2013-11-08 ,2019-01-04 ,Cohort of paediatric MDR-TB contacts  Armenia,821257,"","",2013-01-01,2018-12-31,Cohort of paediatric MDR-TB contacts  Armenia,DESCRIPTION,1,,,60,1,9,1,31,18,26,95,4,"",2,,,"","","",,,2,1,1,0,,,"",1,0,"","",6,6,4,2,1,1,,1,3,3,,40
95,95,2013-11-08 ,2015-09-21 ,PDR and MDR-TB : prospective cohort study  Armenia,821122,"","",2013-01-01,2015-12-31,"","",1,,,60,1,2,1,31,18,26,96,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
96,96,2013-11-08 ,2014-10-17 ,Predictors of defaulting in drug resistant TB patients  Armenia  OCP ,821248,"","",2013-01-01,2014-01-01,"","",1,,,60,2,2,1,31,18,22,97,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
97,97,2013-11-08 ,2016-07-11 ,Non-Tuberculosis Mycobacterium infections  Cambodia,821289,KH198,"",2013-01-01,2015-12-31,"","",1,,,60,5,9,1,31,19,37,98,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
98,98,2013-11-08 ,2018-08-01 ,R - TB - Georgia -  - PDR and MDR-TB: prospective cohort study - MSF-F -  -  -  - ,821181,"","",2013-01-01,2013-12-31,TB - Georgia -  - PDR and MDR-TB: prospective cohort study - MSF-F,"",1,,,130,1,2,1,31,,22,99,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",1,6,4,2,1,,,1,5,4,,40
99,99,2013-11-08 ,2018-06-14 ,Variability of DST for ethambutol and mutations implicated in resistance  Georgia,821265,"","",2013-01-01,2016-12-31,Variability of DST,Variability of DST,1,,,43,1,2,1,31,89,9,100,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
100,100,2013-11-08 ,2016-09-20 ,Xpert diagnostic algorithm  Homa Bay,821357,KE162,"",2013-01-01,2015-12-31,"","",1,,,60,5,9,1,31,14,26,101,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
101,101,2013-11-08 ,2016-08-31 ,IPT feasibility study  Mathare,821358,KE163,"",2013-01-01,2015-12-31,"","",1,,,60,5,2,1,31,14,26,102,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
102,102,2013-11-08 ,2015-04-14 ,Evaluation of a chest-X ray TB tick-sheet  South Africa  BI ,824279,"","",2013-01-01,2014-12-31,"","",1,,,60,2,2,1,31,20,37,103,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
103,103,2013-11-08 ,2015-07-15 ,Evaluation du string test pour le diagnostic TB chez l'enfant et l'adulte ne pouvant cracher  Mbarara,821182,UG931,"",2013-01-01,2015-12-31,"","",1,,,43,1,2,1,31,13,53,104,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
104,104,2013-11-08 ,2017-01-02 ,Evaluation of children in contact with TB patients  Mbarara,821260,UG948,"",2013-01-01,2016-12-31,"","",1,,,60,1,2,1,31,13,37,105,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
105,105,2013-11-08 ,2014-05-30 ,R - TB - Uganda - Mbarara - Evaluation of the Small Membrane Filtration for diagnosis of pulmonary tuberculosis - BI -  -  -  - ,824372,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,31,13,53,106,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
106,106,2013-11-08 ,2015-07-15 ,Evaluation of the Small Membrane Filtration for diagnosis of pulmonary tuberculosis  Mbarara,821230,UG936,"",2013-01-01,2015-12-31,"","",1,,,43,1,2,1,31,13,53,107,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
107,107,2013-11-08 ,2015-05-12 ,Development of research proposal on MDR-TB trial (unitaid),821373,"","",2013-01-01,2015-12-31,"","",1,,,60,1,2,1,31,,37,108,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
108,108,2013-11-08 ,2015-01-28 ,Cost-effectiveness analyses of different programatic options for nutritional programs ,821375,"","",2013-01-01,2014-12-31,"","",1,,,43,1,2,1,5,,49,109,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
109,109,2013-11-08 ,2014-02-06 ,R - Malaria - Myanmar -  - Protocol development - MSF-CH -  -  -  - ,822377,"","",2013-01-01,2013-12-31,"","",1,,,60,1,2,1,4,21,7,110,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
110,110,2013-11-08 ,2014-02-05 ,R - Nutrition - Mali - Koutiala - Methodological and technical support - MSF-F -  -  -  - ,821379,"","",2013-01-01,2013-12-31,"","",1,,,60,1,2,1,5,8,52,111,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
111,111,2013-11-08 ,2014-02-06 ,R - Nutrition - Niger - Niamey - Methodological and technical support - MSF-F -  -  -  - ,821380,"","",2013-01-01,2013-12-31,"","",1,,,60,1,2,1,5,10,52,112,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
112,112,2013-11-08 ,2016-07-11 ,Outcomes of the first Multidrug Resistant Tuberculosis program  Kenya ,821381,"","",2013-01-01,2015-12-31,"","",1,,,60,5,9,1,31,14,26,113,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
113,113,2013-11-08 ,2014-10-08 ,Fluid Management in Children in Shock with Underlying Severe Acute Malnutrition  OCG ,822382,"","",2013-01-01,2014-12-31,"","",1,,,60,1,2,1,5,9,54,114,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
114,114,2013-11-08 ,2018-08-05 ,Support TB Lab and TB patients  Mbarara,821153,"","",2013-01-01,2014-12-31,refusé pour 2015. un autre code a été ouvert our affecter les couts lab. (821558),refusé pour 2015. un autre code a été ouvert our affecter les couts lab. (821558),1,,,130,4,2,1,31,13,53,115,1,"",4,,,"","","",,,0,,,,,,"",,0,"","",,,,,,,,,,,440,40
115,115,2013-11-08 ,2018-07-23 ,Open cohort of children with suspected TB  Mbarara,821261,"","",2013-01-01,2017-12-31,open cohort tb,open cohort tb,1,,,130,1,2,1,31,13,37,116,4,"",4,,,"","","",,,0,1,1,1,1,0,"",1,0,"","",,,4,2,1,4,,1,,3,,40
116,116,2013-11-08 ,2014-01-13 ,R - TB - Uganda - Mbarara - Rifatox study - MSF-F -  -  -  - ,821286,UG944,"",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,31,13,37,117,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
117,117,2013-11-08 ,2014-01-13 ,R - TB - Uganda - Mbarara - Support to the TB program in Mbarara district - MSF-F -  -  -  - ,821262,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,31,13,37,118,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
118,118,2013-11-08 ,2019-01-04 ,High dose RMP and ARV interaction study  Mbarara  MSF-OCP,821359,UG959,"",2013-01-01,2018-12-31,Jours du projet rifavirens,Jours du projet rifavirens,1,,,60,1,2,1,31,13,37,119,4,"",4,,,"","","",,,1,1,1,1,0,0,"",1,0,"","",,,4,2,1,1,,1,14,3,,21
119,119,2013-11-08 ,2018-08-07 ,Use of tetanos vaccine out of the cold chain,821243,"","",2013-01-01,2015-12-31,Use of tetanos vaccine out of the cold chain,"",1,,,130,1,2,1,1,9,2,120,4,"",1,,,"",Tetanus,"",,,1,,,,,,"",,0,"","",4,6,,2,,1,,1,5,3,,46
120,120,2013-11-08 ,2018-08-07 ,Rotavirus surveillance in malnourished children,822363,"","",2013-01-01,2014-12-31,Rotavirus surveillance in malnourished children,"",1,,,130,1,2,1,1,10,43,121,4,"",4,,,"","","",,,1,,,,,,"",,0,"","",4,6,4,2,1,1,,1,12,4,,46
121,121,2013-11-08 ,2017-01-02 ,Completion of laboratory based evaluation of slides and filter-paper for TB-DST PCR,821364,UG937,"",2013-01-01,2016-01-31,"","",1,,,60,1,2,1,31,13,4,122,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
122,122,2013-11-08 ,2015-01-30 ,Evaluation of POC creatine test  Intersection,824365,"","",2013-01-01,2014-12-31,"","",1,,,60,1,2,1,28,,4,123,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
123,123,2013-11-08 ,2019-01-04 ,HIV impact in population survey  South Africa,822366,"","",2013-01-01,2018-12-31,DESCRIPTION,DESCRIPTION,1,,,60,7,9,1,3,20,26,124,4,"",1,,,"","","",,,0,0,0,0,0,0,"",1,0,"","",1,6,4,2,2,4,,1,1,3,,20
124,124,2013-11-08 ,2015-09-25 ,Observance TB-HIV co-infection CARINEMO trial  MSF-OCG,822367,"","",2013-01-01,2015-12-31,"","",1,,,43,1,2,1,31,22,18,125,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
125,125,2013-11-08 ,2014-02-06 ,R - HIV / AIDS - All -  - Mobile health technology - MSF-N -  -  -  - ,822371,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,3,,29,126,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
126,126,2013-11-08 ,2014-02-06 ,R - TB - Malawi - Chiradzulu - The Effect of Isoniazid Preventive Therapy on Mortality and TB Incidence Among HIV Exposed Infants  - MSF-F -  -  -  - ,821356,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,31,15,26,127,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
127,127,2013-11-08 ,2014-02-05 ,R - Nutrition - Niger -  - Strategies to prevent malnutrition: food supplements vs cash transfer - MSF-F -  -  -  - ,821385,NE932,"",2013-01-01,2013-12-31,"","",1,,,60,1,2,1,5,10,11,128,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
128,128,2013-11-08 ,2014-02-06 ,R - Nutrition - Niger -  - Strategies to prevent malnutrition: food supplements vs cash transfer - WFP -  -  -  - ,823386,NE932,"",2013-01-01,2013-12-31,"","",1,,,60,1,2,1,5,10,11,129,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,72
129,129,2013-11-08 ,2014-02-06 ,R - HIV / AIDS - Malawi - Chiradzulu - OYA Study - MSF-F -  -  -  - ,821387,"","",2013-01-01,2013-12-31,"","",1,,,60,2,2,1,3,15,29,130,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
130,130,2013-11-08 ,2018-10-26 ,Phase III trial of BRV-PV rotavirus vaccine,822388,NE934,"",2013-01-01,2019-12-31,Background Rotavirus is the leading cause of severe gastroenteritis in children and is responsible for an estimated 450 000 deaths per year in children &lt; 5 years of age  with most of the deaths occurring in developing countries. The goal of the present study is to collect additional data on the efficacy profile of a candidate rotavirus vaccine in a randomized controlled setting  while gaining further experience with vaccine-related adverse events  and immunogenicity.&nbsp;  Methods The primary endpoint is vaccine efficacy of a candidate vaccine vs. placebo against a first episode of laboratory confirmed severe rotavirus gastroenteritis from 28 days post-Dose 3 until 117 cases are accrued or when all participating infants reach 2 years of age if 117 cases are not attained. The study is designed as a double-blinded  randomized  placebo-controlled  end-point driven trial with two groups of infants receiving vaccine or placebo (1:1 allocation) to assess the efficacy and safety of three doses of BRV-PV (Serum Institute or India  LLTD).  Reporting Monthly update reports are provided to MSF-OCG (Medical Director and 2IM). Annual reports are provided to all ERBS and OCG. The DSWM receives reporting on all SAEs on a quarterly basis and meets as the chair requests. ,"<p class=""MsoNormal""><strong><span lang=""EN-US"">Background</span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">Rotavirus is the leading cause of severe gastroenteritis in children and is responsible for an estimated 450 000 deaths per year in children &lt; 5 years of age  with most of the deaths occurring in developing countries. The goal of the present study is to collect additional data on the efficacy profile of a candidate rotavirus vaccine in a randomized controlled setting  while gaining further experience with vaccine-related adverse events  and immunogenicity.&nbsp; </span></p> <p class=""MsoNormal""><strong><span lang=""EN-US"">Methods</span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">The primary endpoint is vaccine efficacy of a candidate vaccine vs. placebo against a first episode of laboratory confirmed severe rotavirus gastroenteritis from 28 days post-Dose 3 until 117 cases are accrued or when all participating infants reach 2 years of age if 117 cases are not attained. </span><span lang=""EN-US"">The study is designed as a double-blinded  randomized  placebo-controlled  end-point driven trial with two groups of infants receiving vaccine or placebo (1:1 allocation) to assess the efficacy and safety of three doses of BRV-PV (Serum Institute or India  LLTD). </span></p> <p class=""MsoNormal""><strong><span lang=""EN-US"">Reporting</span></strong></p> <p class=""MsoNormal""><span lang=""EN-US"">Monthly update reports are provided to MSF-OCG (Medical Director and 2IM). Annual reports are provided to all ERBS and OCG. The DSWM receives reporting on all SAEs on a quarterly basis and meets as the chair requests. </span></p> <p class=""MsoNormal""><span lang=""EN-US"">&nbsp;</span></p>",1,,,130,1,2,3,1,10,43,131,2,"",1,,,"","","",,,1,0,1,1,0,0,"",1,0,"","",,,4,2,1,1,,3,4,3,,46
