rownames,axe1_analytical_section_id,created,modified,code,created_by_id,last_modification_by_id,text_fr,text_en
115,115,2013-11-08 ,2013-11-08 ,821153,,,R - TB - Uganda - Mbarara - TB implementation - MSF-F -  -  -  - ,R - TB - Uganda - Mbarara - TB implementation - MSF-F -  -  -  - 
116,116,2013-11-08 ,2013-11-08 ,821261,,,R - TB - Uganda - Mbarara - Open cohort of children with suspected TB   - MSF-F -  -  -  - ,R - TB - Uganda - Mbarara - Open cohort of children with suspected TB   - MSF-F -  -  -  - 
117,117,2013-11-08 ,2013-11-08 ,821286,,,R - TB - Uganda - Mbarara - Rifatox study - MSF-F -  -  -  - ,R - TB - Uganda - Mbarara - Rifatox study - MSF-F -  -  -  - 
118,118,2013-11-08 ,2013-11-08 ,821262,,,R - TB - Uganda - Mbarara - Support to the TB program in Mbarara district - MSF-F -  -  -  - ,R - TB - Uganda - Mbarara - Support to the TB program in Mbarara district - MSF-F -  -  -  - 
119,119,2013-11-08 ,2013-11-08 ,821359,,,R - TB - Uganda - Mbarara - High dose RMP and ARV interaction study - MSF-F -  -  -  - ,R - TB - Uganda - Mbarara - High dose RMP and ARV interaction study - MSF-F -  -  -  - 
120,120,2013-11-08 ,2013-11-08 ,821243,,,R - VPD - Tchad - Moissala - Use of thermostable vaccines out of the cold chain - MSF-F -  -  -  - ,R - VPD - Tchad - Moissala - Use of thermostable vaccines out of the cold chain - MSF-F -  -  -  - 
121,121,2013-11-08 ,2013-11-08 ,822363,,,R - VPD - Niger -  - Rotavirus and malnutrition partie 3 - MSF-B -  -  -  - ,R - VPD - Niger -  - Rotavirus and malnutrition partie 3 - MSF-B -  -  -  - 
122,122,2013-11-08 ,2013-11-08 ,821364,,,R - TB - Uganda - Mbarara - PCR phase 2 - MSF-F -  -  -  - ,R - TB - Uganda - Mbarara - PCR phase 2 - MSF-F -  -  -  - 
123,123,2013-11-08 ,2013-11-08 ,824365,,,R - Diagnostics - All - All - Evaluation of POC creatine test - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,R - Diagnostics - All - All - Evaluation of POC creatine test - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
124,124,2013-11-08 ,2013-11-08 ,822366,,,R - HIV / AIDS - South Africa - Mbogowalne - HIV impact in population survey - MSF-B -  -  -  - ,R - HIV / AIDS - South Africa - Mbogowalne - HIV impact in population survey - MSF-B -  -  -  - 
125,125,2013-11-08 ,2013-11-08 ,822367,,,R - TB HIV - Mozambique -  - Observance TB-HIV co-infection CARINEMO trial - MSF-CH -  -  -  - ,R - TB HIV - Mozambique -  - Observance TB-HIV co-infection CARINEMO trial - MSF-CH -  -  -  - 
126,126,2013-11-08 ,2013-11-08 ,822371,,,R - HIV / AIDS - All -  - Mobile health technology - MSF-N -  -  -  - ,R - HIV / AIDS - All -  - Mobile health technology - MSF-N -  -  -  - 
127,127,2013-11-08 ,2013-11-08 ,821356,,,R - TB - Malawi - Chiradzulu - The Effect of Isoniazid Preventive Therapy on Mortality and TB Incidence Among HIV Exposed Infants  - MSF-F -  -  -  - ,R - TB - Malawi - Chiradzulu - The Effect of Isoniazid Preventive Therapy on Mortality and TB Incidence Among HIV Exposed Infants  - MSF-F -  -  -  - 
128,128,2013-11-08 ,2013-11-08 ,821385,,,R - Nutrition - Niger -  - Strategies to prevent malnutrition: food supplements vs cash transfer - MSF-F -  -  -  - ,R - Nutrition - Niger -  - Strategies to prevent malnutrition: food supplements vs cash transfer - MSF-F -  -  -  - 
129,129,2013-11-08 ,2013-11-08 ,823386,,,R - Nutrition - Niger -  - Strategies to prevent malnutrition: food supplements vs cash transfer - WFP -  -  -  - ,R - Nutrition - Niger -  - Strategies to prevent malnutrition: food supplements vs cash transfer - WFP -  -  -  - 
130,130,2013-11-08 ,2013-11-08 ,821387,,,R - HIV / AIDS - Malawi - Chiradzulu - OYA Study - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi - Chiradzulu - OYA Study - MSF-F -  -  -  - 
131,131,2013-11-08 ,2013-11-08 ,822388,,,R - VPD - Niger -  - Vaccin Rotavirus Phase 3 - MSF-CH -  -  -  - ,R - VPD - Niger -  - Vaccin Rotavirus Phase 3 - MSF-CH -  -  -  - 
132,132,2013-11-08 ,2013-11-08 ,821389,,,R - Surgery - Jordanie - Amman - Development of surgical epidemiological projects for OCP's surgical program in Amman - MSF-F -  -  -  - ,R - Surgery - Jordanie - Amman - Development of surgical epidemiological projects for OCP's surgical program in Amman - MSF-F -  -  -  - 
133,133,2013-11-08 ,2013-11-08 ,821390,,,R - Surgery - All -  - Support to surgery projects - MSF-F -  -  -  - ,R - Surgery - All -  - Support to surgery projects - MSF-F -  -  -  - 
134,134,2013-11-08 ,2013-11-08 ,821391,,,R - Surgery - Haiti -  - Post earthquake follow up in OCP Haiti orthopaedic surgery programs from Jan 2010-April 2010 - MSF-F -  -  -  - ,R - Surgery - Haiti -  - Post earthquake follow up in OCP Haiti orthopaedic surgery programs from Jan 2010-April 2010 - MSF-F -  -  -  - 
135,135,2013-11-08 ,2013-11-08 ,821392,,,R - Surgery - Nigeria - Port Harcourt - Port Harcourt 2009-2011 retrospective data analysis  - MSF-F -  -  -  - ,R - Surgery - Nigeria - Port Harcourt - Port Harcourt 2009-2011 retrospective data analysis  - MSF-F -  -  -  - 
136,136,2013-11-08 ,2013-11-08 ,821393,,,R - General - All -  - Support to NY Office - MSF-F -  -  -  - ,R - General - All -  - Support to NY Office - MSF-F -  -  -  - 
137,137,2013-11-08 ,2013-11-08 ,821394,,,R - Mental health - All -  - Development and cross cultural validation of a screening tool for children aged 6 to 36 months (PSYCa 6-36) - MSF-F -  -  -  - ,R - Mental health - All -  - Development and cross cultural validation of a screening tool for children aged 6 to 36 months (PSYCa 6-36) - MSF-F -  -  -  - 
138,138,2013-11-08 ,2013-11-08 ,821395,,,R - Mental health - All -  - Completion of screening scale article and conference - MSF-F -  -  -  - ,R - Mental health - All -  - Completion of screening scale article and conference - MSF-F -  -  -  - 
139,139,2013-11-08 ,2013-11-08 ,821396,,,R - VPD - Uganda - Mbarara - Aetiology of childhood pneumonia - MSF-F -  -  -  - ,R - VPD - Uganda - Mbarara - Aetiology of childhood pneumonia - MSF-F -  -  -  - 
140,140,2013-11-08 ,2013-11-08 ,821397,,,R - Schistosomoses - Madagascar - Beily - MADABIL - MSF-F -  -  -  - ,R - Schistosomoses - Madagascar - Beily - MADABIL - MSF-F -  -  -  - 
141,141,2013-11-08 ,2013-11-08 ,821398,,,R - Malaria - Uganda - Mbarara - Entomology survey - MSF-F -  -  -  - ,R - Malaria - Uganda - Mbarara - Entomology survey - MSF-F -  -  -  - 
142,142,2013-11-08 ,2013-11-08 ,821399,,,R - Malaria - Uganda - Mbarara - Microfluo Malaria - MSF-F -  -  -  - ,R - Malaria - Uganda - Mbarara - Microfluo Malaria - MSF-F -  -  -  - 
143,143,2013-11-08 ,2013-11-08 ,821400,,,R - Diagnostics - New Guinea/Madagascar/Congo -  -  Performance evaluation of syphilis RDT - MSF-F -  -  -  - ,R - Diagnostics - New Guinea/Madagascar/Congo -  -  Performance evaluation of syphilis RDT - MSF-F -  -  -  - 
144,144,2013-11-08 ,2013-11-08 ,822401,,,R - HIV / AIDS - Swaziland - Shiselweni - Modeling impact of shishelweni HIV Program - MSF-CH -  -  -  - ,R - HIV / AIDS - Swaziland - Shiselweni - Modeling impact of shishelweni HIV Program - MSF-CH -  -  -  - 
145,145,2013-11-08 ,2013-11-08 ,823402,,,R - Helminths - All -  - Filariasis and onchcerciasis treatment needs in Central Africa (CAFRIFILON) - DNDI -  -  -  - ,R - Helminths - All -  - Filariasis and onchcerciasis treatment needs in Central Africa (CAFRIFILON) - DNDI -  -  -  - 
146,146,2013-11-08 ,2013-11-08 ,821403,,,R - HIV / AIDS - All -  - Systematic use of Determine TB-LAM test in HIV infected adults with low CD4 count - MSF-F -  -  -  - ,R - HIV / AIDS - All -  - Systematic use of Determine TB-LAM test in HIV infected adults with low CD4 count - MSF-F -  -  -  - 
147,147,2013-11-08 ,2013-11-08 ,821404,,,R - HIV / AIDS - Malawi - Chiradzulu - Validation of task shifting model for HIV POC operation - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi - Chiradzulu - Validation of task shifting model for HIV POC operation - MSF-F -  -  -  - 
148,148,2013-11-08 ,2013-11-08 ,821405,,,R - HIV / AIDS - Kenya/Ouganda/Malawi -  - Epidemio support M&E teams HIV - MSF-F -  -  -  - ,R - HIV / AIDS - Kenya/Ouganda/Malawi -  - Epidemio support M&E teams HIV - MSF-F -  -  -  - 
149,149,2013-11-08 ,2013-11-08 ,821406,,,R - HIV / AIDS - Malawi - Chiradzulu - Evaluation of the feasibility of decentralised deployment of HIV POC tests - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi - Chiradzulu - Evaluation of the feasibility of decentralised deployment of HIV POC tests - MSF-F -  -  -  - 
150,150,2013-11-08 ,2013-11-08 ,821407,,,R - HIV / AIDS - Malawi - Chiradzulu - PMTCT B+ - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi - Chiradzulu - PMTCT B+ - MSF-F -  -  -  - 
151,151,2013-11-08 ,2013-11-08 ,821408,,,R - HIV / AIDS - Malawi - Chiradzulu - Quantifying linkage to care in CHIPS - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi - Chiradzulu - Quantifying linkage to care in CHIPS - MSF-F -  -  -  - 
152,152,2013-11-08 ,2013-11-08 ,821409,,,R - HIV / AIDS - Malawi - Chiradzulu - Field evaluation of innovative HIV POC tests  - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi - Chiradzulu - Field evaluation of innovative HIV POC tests  - MSF-F -  -  -  - 
153,153,2013-11-08 ,2013-11-08 ,821410,,,R - Nutrition - Mali - Koutiala - Participation to mobile lab implementation - MSF-F -  -  -  - ,R - Nutrition - Mali - Koutiala - Participation to mobile lab implementation - MSF-F -  -  -  - 
154,154,2013-11-08 ,2013-11-08 ,821411,,,R - HIV / AIDS - Kenya/Ouganda/Malawi -  - HIV joint modeling analysis - MSF-F -  -  -  - ,R - HIV / AIDS - Kenya/Ouganda/Malawi -  - HIV joint modeling analysis - MSF-F -  -  -  - 
155,155,2013-11-08 ,2013-11-08 ,822412,,,R - MCH - All -  - Cholera in pregnancy - MSF-CH -  -  -  - ,R - MCH - All -  - Cholera in pregnancy - MSF-CH -  -  -  - 
156,156,2013-11-08 ,2013-11-08 ,821413,,,R - HIV / AIDS - Malawi/Uganda - Chiradzulu/Arua - Monitoring & evaluation  (M&E)  plan for UNITAID - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi/Uganda - Chiradzulu/Arua - Monitoring & evaluation  (M&E)  plan for UNITAID - MSF-F -  -  -  - 
157,157,2013-11-08 ,2013-11-08 ,821414,,,R - Nutrition -  -  - Evaluation of weekly  monthly and single visit schedules of follow-up for the treatment of uncomplicated SAM - MSF-F -  -  -  - ,R - Nutrition -  -  - Evaluation of weekly  monthly and single visit schedules of follow-up for the treatment of uncomplicated SAM - MSF-F -  -  -  - 
158,158,2013-11-08 ,2013-11-08 ,821416,,,R - HIV / AIDS - Malawi/Kenya/Uganda -  - Analysis of pre-ART outcomes of paediatric patients  - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi/Kenya/Uganda -  - Analysis of pre-ART outcomes of paediatric patients  - MSF-F -  -  -  - 
159,159,2013-11-08 ,2013-11-08 ,822417,,,R - All - Swaziland - Nhlangano - Support Swaziland research team - MSF-CH -  -  -  - ,R - All - Swaziland - Nhlangano - Support Swaziland research team - MSF-CH -  -  -  - 
160,160,2013-11-08 ,2013-11-08 ,821418,,,R - HIV / AIDS - Malawi/Kenya/Uganda - Chiradzulu/Mathare/Arua - Multicentric cohort analysis of children on ART - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi/Kenya/Uganda - Chiradzulu/Mathare/Arua - Multicentric cohort analysis of children on ART - MSF-F -  -  -  - 
161,161,2013-11-08 ,2013-11-08 ,821419,,,R - Pediatrics -  -  - RONI data monitoring and analysis - MSF-F -  -  -  - ,R - Pediatrics -  -  - RONI data monitoring and analysis - MSF-F -  -  -  - 
162,162,2013-11-08 ,2013-11-08 ,822420,,,R - All -  -  - Support statistique département médical  - MSF-CH -  -  -  - ,R - All -  -  - Support statistique département médical  - MSF-CH -  -  -  - 
163,163,2013-11-08 ,2013-11-08 ,821421,,,R - VPD -  -  - Protocol development MenAfriVac - MSF-F -  -  -  - ,R - VPD -  -  - Protocol development MenAfriVac - MSF-F -  -  -  - 
164,164,2013-11-08 ,2013-11-08 ,822422,,,R - Trypano -  -  - Epitryps multicentric: description of stage 1 - MSF-CH -  -  -  - ,R - Trypano -  -  - Epitryps multicentric: description of stage 1 - MSF-CH -  -  -  - 
165,165,2013-11-08 ,2013-11-08 ,822423,,,R - Trypano -  -  - Outcomes of stage two Human African Trypanosomiasis (HAT) relapses treated with melarsoprol - MSF-CH -  -  -  - ,R - Trypano -  -  - Outcomes of stage two Human African Trypanosomiasis (HAT) relapses treated with melarsoprol - MSF-CH -  -  -  - 
166,166,2013-11-08 ,2013-11-08 ,824424,,,R - VPD -  -  - Vaccine effectiveness of one dose of the OCV Shanchol: concept paper and protocol development - MSF-F -  - MSF-CH -  - ,R - VPD -  -  - Vaccine effectiveness of one dose of the OCV Shanchol: concept paper and protocol development - MSF-F -  - MSF-CH -  - 
167,167,2013-11-08 ,2013-11-08 ,821425,,,R - HIV / AIDS - Malawi -  - Malawi Research Base Initial discussions - MSF-F -  -  -  - ,R - HIV / AIDS - Malawi -  - Malawi Research Base Initial discussions - MSF-F -  -  -  - 
168,168,2013-11-08 ,2013-11-08 ,824426,,,R - Trypano -  -  - Epitryps support - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,R - Trypano -  -  - Epitryps support - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
169,169,2013-11-08 ,2013-11-08 ,821427,,,R - Malaria -  -  - Methological support for evaluation of cost-effectiveness of seasonal malaria chemoprophylaxis program - MSF-F -  -  -  - ,R - Malaria -  -  - Methological support for evaluation of cost-effectiveness of seasonal malaria chemoprophylaxis program - MSF-F -  -  -  - 
170,170,2013-11-08 ,2013-11-08 ,822428,,,R - Mental health - Colombia/Palestine -  - Validation of mental health impact scale - MSF-E -  -  -  - ,R - Mental health - Colombia/Palestine -  - Validation of mental health impact scale - MSF-E -  -  -  - 
171,171,2013-11-08 ,2013-11-08 ,821136,,,R - Diagnostics - All -  - Tests diagnostiques rapides - Institut Pasteur - MSF-F -  -  -  - ,R - Diagnostics - All -  - Tests diagnostiques rapides - Institut Pasteur - MSF-F -  -  -  - 
172,172,2013-11-08 ,2013-11-08 ,824429,,,R - All - All -  - Description of the activities of the 5 operational centers - BI -  -  -  - ,R - All - All -  - Description of the activities of the 5 operational centers - BI -  -  -  - 
173,173,2013-11-08 ,2013-11-08 ,823057,,,R - Malaria - All -  - FACT Project - DNDI -  -  -  - ,R - Malaria - All -  - FACT Project - DNDI -  -  -  - 
174,174,2013-11-08 ,2013-11-08 ,822430,,,R - VPD - Guinea Conakry - Boffa - Safety of the oral cholera vaccine Shanchol in pregnant women - MSF-CH -  -  -  - ,R - VPD - Guinea Conakry - Boffa - Safety of the oral cholera vaccine Shanchol in pregnant women - MSF-CH -  -  -  - 
175,175,2013-11-08 ,2013-11-08 ,821339,,,R - Malaria - All -  - Scientific Advisory Board - MSF-F -  -  -  - ,R - Malaria - All -  - Scientific Advisory Board - MSF-F -  -  -  - 
176,176,2013-11-08 ,2013-11-08 ,822431,,,R - HIV / AIDS - Mozambique - Maputo - Pediatric Cohort Analysis - MSF-CH -  -  -  - ,R - HIV / AIDS - Mozambique - Maputo - Pediatric Cohort Analysis - MSF-CH -  -  -  - 
177,177,2013-11-08 ,2013-11-08 ,822256,,,R - TB - Swaziland -  - Genotyping of DST strains - MSF-CH -  -  -  - ,R - TB - Swaziland -  - Genotyping of DST strains - MSF-CH -  -  -  - 
178,178,2013-11-08 ,2013-11-08 ,822432,,,R - Malaria - Soudan du Sud - Yambio - Efficacy of ASAQ and AL for uncomplicated childhood malaria  - MSF-E -  -  -  - ,R - Malaria - Soudan du Sud - Yambio - Efficacy of ASAQ and AL for uncomplicated childhood malaria  - MSF-E -  -  -  - 
179,179,2013-11-08 ,2013-11-08 ,822290,,,R - TB - Swaziland - Shiselweni - Drug resistance TB cohort  - MSF-CH -  -  -  - ,R - TB - Swaziland - Shiselweni - Drug resistance TB cohort  - MSF-CH -  -  -  - 
180,180,2013-11-08 ,2013-11-08 ,821433,,,R - Surgery - Haiti -  - Surgical site infection - MSF-F -  -  -  - ,R - Surgery - Haiti -  - Surgical site infection - MSF-F -  -  -  - 
181,181,2013-11-08 ,2013-11-08 ,824434,,,R - Surgery - Jordanie - Amman - Innovation Fund Antibiotic resistance amongt Amman surgery pts - BI -  -  -  - ,R - Surgery - Jordanie - Amman - Innovation Fund Antibiotic resistance amongt Amman surgery pts - BI -  -  -  - 
182,182,2013-11-08 ,2013-11-08 ,821435,,,R - Surgery - Jordanie - Amman - CRP and Post surgery antibiotic use in Amman - MSF-F -  -  -  - ,R - Surgery - Jordanie - Amman - CRP and Post surgery antibiotic use in Amman - MSF-F -  -  -  - 
183,183,2013-11-08 ,2013-11-08 ,821436,,,R - Surgery - Haiti -  - Long term follow up of internal fixation - MSF-F -  -  -  - ,R - Surgery - Haiti -  - Long term follow up of internal fixation - MSF-F -  -  -  - 
184,184,2013-11-08 ,2013-11-08 ,821437,,,R - Surgery - Jordanie - Amman - Maxillofacial surgery - MSF-F -  -  -  - ,R - Surgery - Jordanie - Amman - Maxillofacial surgery - MSF-F -  -  -  - 
185,185,2013-11-08 ,2013-11-08 ,821438,,,R - Surgery - Jordanie - Amman - Brief report on epidemiology of infection of Syrian surgical patients in Jordan - MSF-F -  -  -  - ,R - Surgery - Jordanie - Amman - Brief report on epidemiology of infection of Syrian surgical patients in Jordan - MSF-F -  -  -  - 
186,186,2013-11-08 ,2013-11-08 ,821439,,,R - Pediatrics -  -  - CRP - MSF-F -  -  -  - ,R - Pediatrics -  -  - CRP - MSF-F -  -  -  - 
187,187,2013-11-08 ,2013-11-08 ,822440,,,R - Malaria - Guinea - Gueckedou - IPTc - MSF-CH -  -  -  - ,R - Malaria - Guinea - Gueckedou - IPTc - MSF-CH -  -  -  - 
188,188,2013-11-08 ,2013-11-08 ,822441,,,R - TB - Kirghizistan -  - Evaluation projet TB dans les prisons - MSF-CH -  -  -  - ,R - TB - Kirghizistan -  - Evaluation projet TB dans les prisons - MSF-CH -  -  -  - 
189,189,2013-11-08 ,2013-11-08 ,822443,,,R - VPD - Tchad - Massakory  - Surveillance rotavirus - MSF-CH -  -  -  - ,R - VPD - Tchad - Massakory  - Surveillance rotavirus - MSF-CH -  -  -  - 
190,190,2013-11-08 ,2013-11-08 ,824444,,,R - HIV / AIDS - All -  - Assessment of HIV status missclassification in HIV positive cohorts - BI -  -  -  - ,R - HIV / AIDS - All -  - Assessment of HIV status missclassification in HIV positive cohorts - BI -  -  -  - 
191,191,2013-11-08 ,2013-11-08 ,823317,,,R - Malaria - Uganda - Mbarara - Technical support in External Quality Control  - BI -  -  -  - ,R - Malaria - Uganda - Mbarara - Technical support in External Quality Control  - BI -  -  -  - 
192,192,2013-11-08 ,2013-11-08 ,841002,,,T - Training - All -  - Epidemio course - MSF-F -  -  -  - ,T - Training - All -  - Epidemio course - MSF-F -  -  -  - 
193,193,2013-11-08 ,2013-11-08 ,844085,,,T - Training - All -  - PSP1 February 2013 - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,T - Training - All -  - PSP1 February 2013 - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
194,194,2013-11-08 ,2013-11-08 ,844101,,,T - Training - All -  - PSP2 September 2013 - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,T - Training - All -  - PSP2 September 2013 - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
195,195,2013-11-08 ,2013-11-08 ,844103,,,T - Training - All -  - Rep. Aux Epid. Anglais - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,T - Training - All -  - Rep. Aux Epid. Anglais - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
196,196,2013-11-08 ,2013-11-08 ,844097,,,T - Training - All -  - Rep. Aux Epid. Français - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,T - Training - All -  - Rep. Aux Epid. Français - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
197,197,2013-11-08 ,2013-11-08 ,841001,,,T - Training - All -  - Soutien au département formation - divers - MSF-F -  -  -  - ,T - Training - All -  - Soutien au département formation - divers - MSF-F -  -  -  - 
198,198,2013-11-08 ,2013-11-08 ,841090,,,T - Training - All -  - Conception d'une formation décentralisée - MSF-F -  -  -  - ,T - Training - All -  - Conception d'une formation décentralisée - MSF-F -  -  -  - 
199,199,2013-11-08 ,2013-11-08 ,841091,,,T - Training - All -  - Conception d'une formation evaluation rapide nut - MSF-F -  -  -  - ,T - Training - All -  - Conception d'une formation evaluation rapide nut - MSF-F -  -  -  - 
